"EisaiOroshiSoshiki_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","EisaiOroshi_CD","OroshiSoshikiKaiso_LEVEL","OroshiSoshikiCode_FULL","OroshiSoshikiName_FULL","OroshiSoshikiCode_PART","OroshiSoshikiName_PART","OroshiSoshikiBottom_FLG","TEL_NO","Jusho_CD","ZIP_CD","Jusho_KJ","Data_Status"
"110","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","18","釧路支店","18","釧路支店","1","0154-22-8111","","0850023","釧路市海運１丁目１番８号　              ","0"
"111","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","19","根室支店","19","根室支店","1","0153-23-5633","","0870027","根室市光和町３丁目４－１　　　　　　　　","0"
"112","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","20","帯広支店","20","帯広支店","1","0155-35-5161","","0800041","帯広市西１１条北４丁目１ー６　　　　　　","0"
"113","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","21","北見支店","21","北見支店","1","0157-23-2131","","0900818","北見市本町５丁目４－１０　　　　　　　　","0"
"114","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","23","函館支店","23","函館支店","1","0138-62-3311","","0400077","函館市吉川町５番４１号　　　　　　　　　","0"
"115","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","25","八雲支店","25","八雲支店","1","0137-64-2277","","0493105","二海郡八雲町東雲町３０－２７　　　　　　","0"
"116","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","26","苫小牧支店","26","苫小牧支店","1","0144-33-5161","","0530043","苫小牧市日の出町１丁目４－１７　　　　　","0"
"117","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:56:30","PVU-1010","itg34676","01/20/2014 13:56:30","PVU-1010","2","1","27","室蘭支店","27","室蘭支店","1","0143-44-6225","","0500081","室蘭市日の出町２丁目１番１４号　　　　　","0"
"118","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 14:06:17","PVU-1010","itg34676","01/20/2014 14:06:17","PVU-1010","2","1","29","量販第１グループ（廃止）","29","量販第１グループ（廃止）","1","","","","","0"
"119","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","30","ＯＴＣ支店","30","ＯＴＣ支店","1","011-846-5161","","0030030","札幌市白石区流通センター３丁目１－５　　","0"
"120","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","32","ＭＤ札幌","32","ＭＤ札幌","1","011-668-7101","","0630830","札幌市西区発寒１０条３丁目１－１　　　　","0"
"121","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","36","ＭＤ旭川","36","ＭＤ旭川","1","0166-47-5165","","0798402","旭川市秋月２条２丁目５－２２　　　　　　","0"
"122","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","37","ＭＤ函館","37","ＭＤ函館","1","0138-62-3311","","0400077","函館市吉川町５番４１号　　　　　　　　　","0"
"123","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","38","ＭＤ帯広","38","ＭＤ帯広","1","0155-35-5161","","0800041","帯広市西１１条北４丁目１ー６　　　　　　","0"
"124","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 13:59:59","PVU-1010","itg34676","01/20/2014 13:59:59","PVU-1010","2","1","39","ＭＤ釧路","39","ＭＤ釧路","1","0154-22-8111","","0850023","釧路市海運１丁目１番８号　              ","0"
"125","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 14:06:17","PVU-1010","itg34676","01/20/2014 14:06:17","PVU-1010","2","1","40","医療北見駐在（廃止）","40","医療北見駐在（廃止）","1","","","","","0"
"126","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","010","旭川","010","旭川","1","","","","","9"
"127","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","01Z","札幌","01Z","札幌","1","","","","","9"
"128","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","020","帯広","020","帯広","1","","","","","9"
"129","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","030","札幌","030","札幌","1","","","","","9"
"130","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","040","北見","040","北見","1","","","","","9"
"131","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","050","北見","050","北見","1","","","","","9"
"132","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","060","小樽","060","小樽","1","","","","","9"
"133","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","070","北見","070","北見","1","","","","","9"
"134","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","080","苫小牧","080","苫小牧","1","","","","","9"
"135","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","090","空知","090","空知","1","","","","","9"
"136","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","100","旭川","100","旭川","1","","","","","9"
"137","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","110","北見","110","北見","1","","","","","9"
"138","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","120","北見","120","北見","1","","","","","9"
"139","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","130","空知","130","空知","1","","","","","9"
"140","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","140","小樽","140","小樽","1","","","","","9"
"141","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","150","旭川","150","旭川","1","","","","","9"
"142","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","160","摩周","160","摩周","1","","","","","9"
"143","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","169","北見","169","北見","1","","","","","9"
"144","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","170","札幌","170","札幌","1","","","","","9"
"145","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","180","北見","180","北見","1","","","","","9"
"146","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","26Z","帯広","26Z","帯広","1","","","","","9"
"147","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","31Z","旭川","31Z","旭川","1","","","","","9"
"148","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","41Z","空知","41Z","空知","1","","","","","9"
"149","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","46Z","北見","46Z","北見","1","","","","","9"
"150","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","51Z","小樽","51Z","小樽","1","","","","","9"
"151","01/01/2000 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","01/12/2013 23:43:41","CTOOL","PVUDC","01/12/2013 23:43:41","CTOOL","3","1","56Z","苫小牧","56Z","苫小牧","1","","","","","9"
"153","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","2","4120","宮城営業部／南仙台支店（２０１５．０４廃止）","120","南仙台支店（２０１５．０４廃止）","0","","","","","0"
"154","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412001","宮城営業部／南仙台支店（２０１５．０４廃止）／販売課","01","販売課","1","","","","","0"
"155","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412002","宮城営業部／南仙台支店（２０１５．０４廃止）／販売課","02","販売課","1","","","","","0"
"156","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412003","宮城営業部／南仙台支店（２０１５．０４廃止）／販売課","03","販売課","1","","","","","0"
"157","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412004","宮城営業部／南仙台支店（２０１５．０４廃止）／販売課","04","販売課","1","","","","","0"
"158","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412008","宮城営業部／南仙台支店（２０１５．０４廃止）／ＯＴＣ課","08","ＯＴＣ課","1","","","","","0"
"159","07/03/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:42:24","PVU-1010","itg37109","07/03/2015 13:42:24","PVU-1010","5","3","412009","宮城営業部／南仙台支店（２０１５．０４廃止）／ＭＥ課","09","ＭＥ課","1","","","","","0"
"160","02/27/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/27/2014 10:57:57","PVU-1010","itg34676","02/27/2014 10:57:57","PVU-1010","5","2","#130","／","130","","0","","","","","0"
"162","02/27/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/27/2014 10:57:57","PVU-1010","itg34676","02/27/2014 10:57:57","PVU-1010","5","2","#140","／","140","","0","","","","","0"
"163","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","414001","宮城営業部／石巻支店／販売１課","01","販売１課","1","","","","","0"
"164","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","414002","宮城営業部／石巻支店／販売２課","02","販売２課","1","","","","","0"
"165","07/01/2022 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg39895","07/01/2022 14:24:45","PVU_XP_1102","5","3","414003","宮城営業部／石巻支店／販売３課（２０２２．０７廃止）","03","販売３課（２０２２．０７廃止）","1","0225-23-1275","04202018103","9860853","宮城県石巻市門脇字一番谷地４３－８","2"
"166","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","414008","宮城営業部／石巻支店／ＥＭＧ課","08","ＥＭＧ課","1","","","","","0"
"167","07/08/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/27/2014 10:57:57","PVU-1010","ips00023","07/08/2015 00:00:00","IPSPATCH","5","3","#1400#","／／石巻ＯＴＣ（廃止）","09","石巻ＯＴＣ（廃止）","1","","","","","0"
"168","07/24/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:17:26","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","2","6150","福島営業部／福島支店","150","福島支店","0","","","","","0"
"169","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","615001","福島営業部／福島支店／販売１課","01","販売１課","1","","","","","0"
"170","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","615002","福島営業部／福島支店／販売２課","02","販売２課","1","","","","","0"
"171","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","615003","福島営業部／福島支店／販売３課","03","販売３課","1","","","","","0"
"172","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","615008","福島営業部／福島支店／ＥＭＧ課","08","ＥＭＧ課","1","","","","","0"
"173","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","615009","福島営業部／福島支店／ＭＥ課","09","ＭＥ課","1","","","","","0"
"174","07/24/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:17:26","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","2","6160","福島営業部／郡山支店","160","郡山支店","0","","","","","0"
"175","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616001","福島営業部／郡山支店／販売１課","01","販売１課","1","","","","","0"
"176","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616002","福島営業部／郡山支店／販売２課","02","販売２課","1","","","","","0"
"177","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616003","福島営業部／郡山支店／販売３課","03","販売３課","1","","","","","0"
"178","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616004","福島営業部／郡山支店／販売４課","04","販売４課","1","","","","","0"
"179","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616008","福島営業部／郡山支店／ＥＭＧ課","08","ＥＭＧ課","1","","","","","0"
"180","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","616009","福島営業部／郡山支店／ＭＥ課","09","ＭＥ課","1","","","","","0"
"181","07/24/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:17:26","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","2","6170","福島営業部／いわき支店","170","いわき支店","0","","","","","0"
"182","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","617001","福島営業部／いわき支店／販売１課","01","販売１課","1","","","","","0"
"183","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","617002","福島営業部／いわき支店／販売２課","02","販売２課","1","","","","","0"
"184","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","617003","福島営業部／いわき支店／販売３課","03","販売３課","1","","","","","0"
"185","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/03/2015 13:23:24","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","617008","福島営業部／いわき支店／ＥＭＧ課","08","ＥＭＧ課","1","","","","","0"
"186","07/24/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:17:26","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","2","6180","福島営業部／会津支店","180","会津支店","0","","","","","0"
"187","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/24/2015 11:21:29","PVU-1010","itg46273","03/24/2026 13:24:14","PVU_XP_1102","5","3","618001","福島営業部／会津支店／販売１課","01","販売１課","1","","","","","0"
