"DairitenTK_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTK_Name_KJKC","DairitenTK_Name_KJ","DairitenTK_Name_KJR","DairitenTK_Name_KJK","DairitenTK_Name_KN","DairitenTK_Name_KNR","Yubinbango","Jusho_CD","Jusho_KJ","TEL_NO","FAX_NO","DairitenTK_KBN","DairitenTK_Seisaku_KBN","Nijiten_KBN","Keikakutani_FLG","PrintI_CTL","PrintYK_CTL","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","agency_cd"
"43002","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 14:12:08","PVU_EX_1400","itg35320","04/15/2020 14:12:08","PVU_EX_1400","富田薬品（株）","富田薬品（株）","富田薬品","富田薬品","ﾄﾐﾀ ﾔｸﾋﾝ KK","ﾄﾐﾀ ﾔｸﾋﾝ","862-0976","43101026006","熊本県熊本市中央区九品寺６丁目２－３５　","0000-00-0000","","1","3","","1","670","126","19000101","","19000101","43002"
"13149","04/05/2022 00:00:00","04/24/2022 00:00:00","0","itg19647","04/05/2022 16:10:19","PVU_EX_1400","itg19647","04/05/2022 16:10:19","PVU_EX_1400","アルフレッサＨＤ","アルフレッサＨＤ","アルフレッサＨＤ","アルフレッ","ｱﾙﾌﾚﾂｻ KK","ｱﾙﾌﾚﾂｻ KK","101-0053","13101034000","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","","202","","20041001","","20040902","13149"
"34010","12/01/2023 00:00:00","03/31/2026 00:00:00","0","itg45886","11/30/2023 13:09:11","PVU_EX_1400","itg45886","11/30/2023 13:09:11","PVU_EX_1400","ティーエスアルフレッサ（株）","ティーエスアルフレッサ（株","ＴＳアルフレッサ","ＴＳアルフ","ﾃｲ-ｴｽｱﾙﾌﾚﾂｻ","ﾃｲ-ｴｽｱﾙﾌ","733-0833","34104","広島県広島市西区商工センター１丁目２－１９","082-501-0222","082-276-3010","1","3","","1","016","038","19000101","","19000101","13149"
"40061","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg45886","11/30/2023 13:12:10","PVU_EX_1400","itg45886","11/30/2023 13:12:10","PVU_EX_1400","株式会社アトル","（株）アトル","アトル","アトル","KKｱﾄﾙ","ｱﾄﾙ","812-0897","40132","福岡県福岡市博多区半道橋２丁目２　－５１","092-451-8771","092-451-8754","1","3","","","030","","19991001","","19990909","28026"
"15022","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg45886","11/30/2023 13:14:11","PVU_EX_1400","itg45886","11/30/2023 13:14:11","PVU_EX_1400","株式会社マルタケ","（株）マルタケ","（株）マルタケ","マルタケ","KK ﾏﾙﾀｹ","ﾏﾙﾀｹ","950-2031","15107","新潟県新潟市西区流通センター４丁目６－２","025-568-6311","025-268-6306","1","3","","","","","19990401","","19990309","15022"
"40091","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg39895","12/04/2023 09:38:34","PVU_EX_1400","itg39895","12/04/2023 09:38:34","PVU_EX_1400","（株）スカイメディカル九州","（株）スカイメディカル九州","スカイメディカル九州","スカイメデ","(ｶ)ｽｶｲﾒﾃﾞｲｶﾙｷﾕｳｼﾕｳ","ｽｶｲﾒﾃﾞｲｶﾙｷ","830-0023","40203","福岡県久留米市中央町３５－１８","0942-48-8010","0942-48-8070","2","3","2","","970","","20170701","","20170614","13013"
"42001","04/01/2024 00:00:00","03/31/2026 00:00:00","0","itg45886","03/25/2024 13:26:35","PVU_EX_1400","itg45886","03/25/2024 13:26:35","PVU_EX_1400","東七（株）","東七（株）","東七（株）","東七","ﾄｳｼﾁ","ﾄｳｼﾁ","857-0134","42202","長崎県佐世保市瀬戸越４丁目１３１８－１","0956-41-0777","","1","3","","","460","145","19000101","","19000101","28026"
"16021","04/01/2024 00:00:00","12/31/9999 00:00:00","0","itg45886","04/01/2024 13:07:37","PVU_EX_1400","itg45886","04/01/2024 13:07:37","PVU_EX_1400","東邦薬品（株）北陸営業部","東邦薬品（株）北陸営業部","東邦薬品北陸営業部","東邦北陸","ﾄｳﾎｳﾎｸﾘｸｴｲｷﾞｮｳﾌﾞ","ﾄｳﾎｳﾎｸﾘｸ","930-0992","16201","富山県富山市新庄町４４－５","076-424-9421","","1","3","","1","900","900","20170401","","20170323","13013"
"04001","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:51:36","PVU_EX_1400","itg43581","04/15/2024 11:51:36","PVU_EX_1400","（株）バイタルネット宮城","（株）バイタルネット宮城","バイタルネット宮城","ＶＮ宮城","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾐﾔｷﾞ","VNﾐﾔｷﾞ","980-0805","04101","宮城県仙台市青葉区大手町１－１","0000-00-0000","","1","3","","5","113","001","20010101","","20010101","04041"
"04014","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:52:32","PVU_EX_1400","itg43581","04/15/2024 11:52:32","PVU_EX_1400","（株）マルタケ仙台","（株）マルタケ仙台","マルタケ仙台支店","マルタケ仙","KK ﾏﾙﾀｹｾﾝﾀﾞｲ","ﾏﾙﾀｹｾﾝﾀﾞｲ","983-0035","04102","宮城県仙台市宮城野区日の出町１丁目６－３０","022-284-8611","","1","3","","","501","011","19000101","","19000101","15022"
"04042","04/15/2024 00:00:00","09/30/2025 00:00:00","0","itg43581","04/15/2024 11:53:14","PVU_EX_1400","itg43581","04/15/2024 11:53:14","PVU_EX_1400","（株）バイタルネット","（株）バイタルネット","（株）バイタルネット","ＶＮ本部","ﾊﾞｲﾀﾙﾈﾂﾄKK","ﾊﾞｲﾀﾙﾈﾂﾄKK","981-1223","04207","宮城県名取市下余田鹿島１０","022-384-4554","022-384-1123","1","3","","","551","001","20010101","","20001218","04041"
"04051","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:56:34","PVU_EX_1400","itg43581","04/15/2024 11:56:34","PVU_EX_1400","東邦薬品（株）宮城営業部","東邦薬品（株）宮城営業部","東邦薬品宮城営業部","東邦宮城","ﾄｳﾎｳ ﾐﾔｷﾞ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾐﾔｷﾞ","980-0801","04101","宮城県仙台市青葉区木町通１丁目３－７","0000-00-0000","","1","3","","1","154","002","20101001","","20100907","13013"
"04504","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:57:13","PVU_EX_1400","itg43581","04/15/2024 11:57:13","PVU_EX_1400","（株）スズケン仙台営業部","（株）スズケン仙台営業部","スズケン仙台営業部","Ｓ・仙台","KKｽｽﾞｹﾝｾﾝﾀﾞｲｴｲｷﾞﾖｳﾌﾞ","SZｾﾝﾀﾞｲ","982-0251","04104","宮城県仙台市太白区茂庭人来田西７６","022-281-1811","022-281-5963","1","3","","5","252","015","19000101","","19000101","23049"
"06007","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:57:47","PVU_EX_1400","itg43581","04/15/2024 11:57:47","PVU_EX_1400","（株）マルタケ山形","（株）マルタケ山形","マルタケ山形支店","マルタケ山","KK ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","990-2323","06201","山形県山形市桜田東１丁目１－５７","023-641-7666","","1","3","","","502","028","19000101","","19000101","15022"
"47011","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 11:57:52","PVU_EX_1400","itg41755","04/15/2024 11:57:52","PVU_EX_1400","沖縄東邦（株）","沖縄東邦（株）","沖縄東邦","沖縄東邦","ｵｷﾅﾜ ﾄｳﾎｳ KK","ｵｷﾅﾜﾄｳﾎｳ","903-0117","47329","沖縄県中頭郡西原町翁長８３４","098-946-6000","098-946-1040","1","1","","","690","170","20100701","","20100708","13013"
"47007","04/15/2024 00:00:00","03/31/2026 00:00:00","0","itg41755","04/15/2024 11:59:40","PVU_EX_1400","itg41755","04/15/2024 11:59:40","PVU_EX_1400","（株）琉薬","（株）琉薬","（株）琉薬","琉薬","ﾘﾕｳﾔｸ","ﾘﾕｳﾔｸ","901-2131","47208","沖縄県浦添市牧港５丁目６－５","098-878-3111","098-878-1199","1","3","","","530","142","20080101","","20080317","13149"
"06016","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:59:51","PVU_EX_1400","itg43581","04/15/2024 11:59:51","PVU_EX_1400","東邦薬品（株）山形営業部","東邦薬品（株）山形営業部","東邦薬品山形営業部","東邦山形","ﾄｳﾎｳ ﾔﾏｶﾞﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾔﾏｶﾞﾀ","990-0071","06201","山形県山形市流通センター３丁目５－２","0000-00-0000","","1","3","","1","155","002","20101001","","20100907","13013"
"47002","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 12:00:14","PVU_EX_1400","itg41755","04/15/2024 12:00:14","PVU_EX_1400","（株）ダイコー沖縄","（株）ダイコー沖縄","ダイコー沖縄","ダイコー沖","KK ﾀﾞｲｺ- ｵｷﾅﾜ","ﾀﾞｲｺ- ｵｷﾅﾜ","901-2223","47205","沖縄県宜野湾市大山７丁目９－２","098-890-2111","098-890-2171","1","3","","1","520","141","19000101","","19000101","44001"
"08010","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 12:00:53","PVU_EX_1400","itg43581","04/15/2024 12:00:53","PVU_EX_1400","（株）スズケン茨城営業部","（株）スズケン茨城営業部","スズケン茨城営業部","Ｓ・茨城","KK ｽｽﾞｹﾝ ｲﾊﾞﾗｷ","KK ｽｽﾞｹﾝ ｲ","310-0913","08201","茨城県水戸市見川町２１３１　－１１５","0000-00-0000","","1","3","","1","202","","19000101","","19000101","23049"
"08021","04/15/2024 00:00:00","04/02/2025 00:00:00","0","itg43581","04/15/2024 12:01:36","PVU_EX_1400","itg43581","04/15/2024 12:01:36","PVU_EX_1400","（株）メディセオ北関東支社","メディセオ北関東支社","メディセオ北関東","ＭＣ北関東","ﾒﾃﾞｲｾｵ ｷﾀｶﾝﾄｳ ｼｼﾔ","MCｷﾀｶﾝﾄｳ","310-0836","08201","茨城県水戸市元吉田町","0000-00-0000","","1","3","","1","105","005","20091001","","20090917","28026"
"47001","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:09:33","PVU_EX_1400","itg41755","04/15/2024 13:09:33","PVU_EX_1400","（株）スズケン沖縄薬品","（株）スズケン沖縄薬品","スズケン沖縄薬品","Ｓ沖縄薬品","KK ｽｽﾞｹﾝ ｵｷﾅﾜ","ｽｽﾞｹﾝ ｵｷﾅﾜ","901-1105","47350","沖縄県島尻郡南風原町新川４３６－１","098-835-6363","098-835-6767","1","3","","1","510","140","19000101","","19000101","23049"
"40022","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:12:38","PVU_EX_1400","itg41755","04/15/2024 13:12:38","PVU_EX_1400","（株）アステム福岡営業部","（株）アステム福岡営業部","アステム福岡営業部","ＡＳ福岡","KK ｱｽﾃﾑﾌｸｵｶｴｲｷﾞﾖｳﾌﾞ","ASﾌｸｵｶ","812-0041","40132","福岡県福岡市博多区吉塚６丁目１５－１１","092-626-8460","092-612-2500","1","3","","1","020","150","19000101","","19000101","44001"
"40002","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:15:50","PVU_EX_1400","itg41755","04/15/2024 13:15:50","PVU_EX_1400","（株）アトル福岡病院営業部","（株）アトル福岡病院営業部","アトル福岡病院","アトル福病","KK ｱﾄﾙ ﾌｸｵｶﾋﾞﾖｳｲﾝ","ｱﾄﾙﾌｸｵｶﾋﾞﾖ","812-0897","40132","福岡県福岡市博多区半道橋２丁目２　－５１","","","1","3","","1","","","20221001","","20221006","28026"
"09015","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:16:01","PVU_EX_1400","itg43581","04/15/2024 13:16:01","PVU_EX_1400","アルフレッサ（株）栃木","アルフレッサ（株）栃木","アルフレッサ栃木","ＡＦ栃木","ｱﾙﾌﾚﾂｻ ﾄﾁｷﾞ","AF ﾄﾁｷﾞ","320-0851","09201","栃木県宇都宮市鶴田町１３１０　－２","0000-00-0000","","1","3","","5","101","","19000101","","19000101","13149"
"34041","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:18:49","PVU_EX_1400","itg41755","04/15/2024 13:18:49","PVU_EX_1400","（株）セイエル","（株）セイエル","セイエル","セイエル","KK ｾｲｴﾙ","ｾｲｴﾙ","733-0833","34104","広島県広島市西区商工センター５丁目１－１","082-278-1912","082-277-9482","1","1","","1","012","030","20100101","","20091202","13013"
"34040","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:19:21","PVU_EX_1400","itg41755","04/15/2024 13:19:21","PVU_EX_1400","（株）アステム広島営業部","（株）アステム広島営業部","アステム広島営業部","ＡＳ広島","ｱｽﾃﾑ ﾋﾛｼﾏ ｴｲｷﾞﾖｳﾌﾞ","ｱｽﾃﾑ ﾋﾛｼﾏ","731-3167","34105","広島県広島市安佐南区大塚西６丁目６　－７　－１３","0000-00-0000","","1","3","","1","020","040","20081001","","20080918","44001"
"13149","04/15/2024 00:00:00","09/30/2025 00:00:00","0","itg43581","04/15/2024 13:20:55","PVU_EX_1400","itg43581","04/15/2024 13:20:55","PVU_EX_1400","アルフレッサ（株）","アルフレッサ（株）","アルフレッサ（株）","アルフレッ","ｱﾙﾌﾚﾂｻ KK","ｱﾙﾌﾚﾂｻ KK","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","","202","","20041001","","20040902","13149"
"28037","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:21:15","PVU_EX_1400","itg41755","04/15/2024 13:21:15","PVU_EX_1400","東邦薬品（株）兵庫営業部","東邦薬品（株）兵庫営業部","東邦薬品兵庫","東邦兵庫","ﾄｳﾎｳ KKﾋﾖｳｺﾞ","ﾄｳﾎｳﾋﾖｳｺﾞ","663-8132","28204","兵庫県西宮市東鳴尾町１丁目６－２０","0798-44-0411","","1","3","","1","384","007","20170401","","20170510","13013"
"13160","04/15/2024 00:00:00","09/30/2025 00:00:00","0","itg43581","04/15/2024 13:21:25","PVU_EX_1400","itg43581","04/15/2024 13:21:25","PVU_EX_1400","（株）メディセオ","（株）メディセオ","（株）メディセオ","ＭＣ","ﾒﾃﾞｲｾｵ","ﾒﾃﾞｲｾｵ","135-0031","13108","東京都江東区佐賀２丁目","0000-00-0000","","1","3","","1","201","","20091001","","20090917","28026"
"28036","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:21:46","PVU_EX_1400","itg41755","04/15/2024 13:21:46","PVU_EX_1400","（株）メディセオ兵庫統括営業部","メディセオ兵庫統括営業部","メディセオ兵庫統括","ＭＣ兵庫","ﾒﾃﾞｲｾｵ ﾋﾖｳｺﾞ ﾄｳｶﾂ","MCﾋﾖｳｺﾞ","650-0003","28110","兵庫県神戸市中央区山本通２丁目","0000-00-0000","","1","3","","1","381","006","20091001","","20090917","28026"
"26023","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 09:01:09","PVU_EX_1400","itg45886","04/03/2025 09:01:09","PVU_EX_1400","（株）メディセオ京都統括営業部","メディセオ京都統括営業部","メディセオ京都統括","ＭＣ京都","ﾒﾃﾞｲｾｵ ｷﾖｳﾄ ﾄｳｶﾂ","MCｷﾖｳﾄ","604-8436","26104","京都府京都市中京区西ノ京下合町","0000-00-0000","","1","3","","1","397","013","20091001","","20090917","28026"
"26024","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:19:22","PVU_EX_1400","itg39895","09/16/2025 14:19:22","PVU_EX_1400","東邦薬品（株）京都営業部","東邦薬品（株）京都営業部","東邦薬品京都","東邦京都","ﾄｳﾎｳ KK ｷﾖｳﾄ","ﾄｳﾎｳｷﾖｳﾄ","612-8412","26109","京都府京都市伏見区竹田中川原町　３７７","075-646-1211","","1","3","","1","398","014","20170401","","20170510","13013"
"05016","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:11:55","PVU_EX_1400","itg37786","02/16/2026 16:11:55","PVU_EX_1400","東北アルフレッサ（株）秋田営業部","東北アルフレッサ（株）秋田","東北アルフレッサ秋田","東北Ａ秋田","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ｱｷﾀ","ﾄｳﾎｸAFｱｷﾀ","010-0061","05201","秋田県秋田市卸町３丁目４　－３","0000-00-0000","","1","3","","5","304","050","20081001","","20080918","13149"
"04046","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:16:11","PVU_EX_1400","itg37786","02/16/2026 16:16:11","PVU_EX_1400","東北アルフレッサ（株）宮城営業部","東北アルフレッサ（株）宮城","東北アルフレッサ宮城","東北Ａ宮城","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ﾐﾔｷﾞ","ﾄｳﾎｸAFﾐﾔｷﾞ","983-0828","04102","宮城県仙台市宮城野区岩切分台２丁目１１－２","0000-00-0000","","1","3","","5","303","020","20081001","","20080918","13149"
"08504","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:49:30","PVU_EX_1400","itg37786","02/16/2026 16:49:30","PVU_EX_1400","アルフレッサ（株）北関東・甲信越営業本部","アルフレッサ北関東甲信越","アルフ北関東甲信越","北関東甲信","ｱﾙﾌﾚﾂｻ ｷﾀｶﾝﾄｳｺｳｼﾝｴﾂ","ｷﾀｶﾝﾄｳｺｳｼﾝ","370-0071","10202","群馬県高崎市小八木町３０９","0000-00-0000","","1","3","","5","201","","19000101","","19000101","13149"
"22024","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:30:25","PVU_EX_1400","itg37786","02/17/2026 16:30:25","PVU_EX_1400","アルフレッサ（株）東海営業本部","アルフレッサ東海","アルフレッサ東海","ＡＦ東海","ｱﾙﾌﾚﾂｻ ﾄｳｶｲ","AF ﾄｳｶｲ","462-0844","23103","愛知県名古屋市北区清水４丁目１４－１８　（黒川ビル）","0000-00-0000","","1","3","","5","205","","19981001","","19980925","13149"
"27004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:32:40","PVU_EX_1400","itg37786","02/17/2026 16:32:40","PVU_EX_1400","アルフレッサ（株）関西営業本部","アルフレッサ関西","アルフレッサ関西","ＡＦ関西","ｱﾙﾌﾚﾂｻ ｶﾝｻｲ","AF ｶﾝｻｲ","531-0063","27127","大阪府大阪市北区長柄東２丁目９－４６","0000-00-0000","","1","3","","5","361","001","19000101","","19000101","13149"
"13149","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:38:08","PVU_EX_1400","itg37786","02/17/2026 16:38:08","PVU_EX_1400","アルフレッサ（株）医薬営業統括本部","アルフレッサ医薬営業","アルフレッサ医薬営業","ＡＦ医薬営","ｱﾙﾌﾚﾂｻ ｲﾔｸｴｲｷﾞｮｳ","AF ｲﾔｸ","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","","202","","20041001","","20040902","13149"
"14027","02/18/2026 00:00:00","03/31/2026 00:00:00","0","itg37786","02/18/2026 11:16:13","PVU_EX_1400","itg37786","02/18/2026 11:16:13","PVU_EX_1400","アルフレッサ（株）神奈川","アルフレッサ（株）神奈川","アルフレッサ神奈川","ＡＦ神奈川","ｱﾙﾌﾚﾂｻ ｶﾅｶﾞﾜ","AF ｶﾅｶﾞﾜ","221-0832","14102","神奈川県横浜市神奈川区桐畑８－３","0000-00-0000","","1","1","","5","218","","19000101","","19000101","13149"
"14027","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 11:22:02","PVU_EX_1400","itg37786","02/18/2026 11:22:02","PVU_EX_1400","アルフレッサ（株）メディカル営業本部","アルフレッサメディカル","メディカル営業本部","メディ営本","ｱﾙﾌﾚﾂｻ ﾒﾃﾞｨｶﾙｴｲｷﾞｮｳ","AFﾒﾃﾞｨｶﾙ","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","5","218","","19000101","","19000101","13149"
"35001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 11:33:14","PVU_EX_1400","itg37786","02/18/2026 11:33:14","PVU_EX_1400","ティーエスアルフレッサ山口","ティーエスアルフレッサ山口","ＴＳアルフレッサ山口","ＴＳ山口","ﾃｨｰｴｽｱﾙﾌﾚﾂｻ ﾔﾏｸﾞﾁ","TSｱﾙﾌﾔﾏｸﾞﾁ","755-0152","35202","山口県宇部市あすとぴあ３丁目４－１５","","","1","3","","","","","","","20260401","13149"
"32001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 16:25:49","PVU_EX_1400","itg37786","02/18/2026 16:25:49","PVU_EX_1400","ティーエスアルフレッサ山陰","ティーエスアルフレッサ山陰","ＴＳアルフレッサ山陰","ＴＳ山陰","ﾃｨｰｴｽｱﾙﾌﾚﾂｻ ｻﾝｲﾝ","TSｱﾙﾌ ｻﾝｲﾝ","690-0021","32201","島根県松江市矢田町２１８－２","","","1","3","","","","","","","20260401","13149"
"33001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 11:55:58","PVU_EX_1400","itg37786","02/19/2026 11:55:58","PVU_EX_1400","ティーエスアルフレッサ岡山","ティーエスアルフレッサ岡山","ＴＳアルフレッサ岡山","ＴＳ岡山","ﾃｨｰｴｽｱﾙﾌﾚﾂｻ ｵｶﾔﾏ","TSｱﾙﾌ ｵｶﾔﾏ","700-0923","33101","岡山県岡山市北区大元駅前９－１８","","","1","3","","","","","","","20260401","13149"
"40083","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 13:25:17","PVU_EX_1400","itg37786","02/19/2026 13:25:17","PVU_EX_1400","アルフレッサ（株）九州営業本部","アルフレッサ九州","アルフレッサ九州","ＡＦ九州","ｱﾙﾌﾚﾂｻ ｷｭｳｼｭｳ","AFｷｭｳｼｭｳ","812-0041","40132","福岡県福岡市博多区吉塚４丁目１１－３２","092-626-9011","092-626-9019","1","3","","1","950","160","20080101","","20080317","13149"
"37001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:28:27","PVU_EX_1400","itg36186","03/12/2026 15:40:45","PVU_EX_1400","四国アルフレッサ（株）","四国アルフレッサ（株）","四国アルフレッサ","四国ＡＦ","ｼｺｸｱﾙﾌﾚﾂｻ KK","ｼｺｸAF","760-0050","37201","香川県高松市亀井町４－２","087-832-0100","087-832-0050","1","3","","1","001","042","19000101","","19000101","13149"
"38001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:34:02","PVU_EX_1400","itg37786","02/19/2026 14:34:02","PVU_EX_1400","四国アルフレッサ（株）愛媛・徳島統括部","四国アルフレッサ愛媛・徳島","四国ＡＦ愛媛・徳島","四ＡＦ愛徳","ｼｺｸｱﾙﾌﾚﾂｻ ｴﾋﾒ･ﾄｸｼﾏ","ｼｺｸAF ｴ･ﾄｸ","799-3105","38210","愛媛県伊予市下三谷１－６","","","1","3","","","","","","","20260401","13149"
"17001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:04:48","PVU_EX_1400","itg36186","03/12/2026 15:42:36","PVU_EX_1400","明祥（株）","明祥（株）","明祥","明祥","ﾒｲｼﾖｳ KK","ﾒｲｼﾖｳ","920-0332","17201","石川県金沢市無量寺町ハ１","0762-66-4141","0762-66-4111","1","3","","5","022","005","19000101","","19000101","17001"
"13161","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/20/2026 14:45:01","PVU_EX_1400","itg37786","02/20/2026 14:45:01","PVU_EX_1400","（株）メディセオメディカル営業本部","メディセオメディカル営本部","メディカル営業本部","ＭＣメディ","ﾒﾃﾞｲｾｵ ﾒﾃﾞｨｶﾙｴｲｷﾞｮｳ","MCﾒﾃﾞｨｶﾙ","101-0021","13101","東京都千代田区外神田３丁目","0000-00-0000","","1","3","","","","","20091001","","20090917","28026"
"27074","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:20:14","PVU_EX_1400","itg37786","02/24/2026 14:20:14","PVU_EX_1400","（株）メディセオ大阪・紀和統括営業部","メディセオ大阪紀和統括営業","メディセオ大阪紀和","ＭＣ大紀","ﾒﾃﾞｲｾｵ ｵｵｻｶｷﾜ ﾄｳｶﾂ","MCｵｵｻｶｷﾜ","531-0071","27127","大阪府大阪市北区中津６丁目","0000-00-0000","","1","3","","1","364","006","20091001","","20100928","28026"
"42003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:38:19","PVU_EX_1400","itg19647","03/12/2026 16:40:00","PVU_EX_1400","東七（株）ＴＳ営業本部","東七（株）ＴＳ営業本部","東七ＴＳ営業本部","東七","ﾄｳｼﾁｴｲｷﾞｮｳﾎﾝﾌﾞ","ﾄｳｼﾁｴｲｷﾞｮｳ","857-0134","42202","長崎県佐世保市瀬戸越４丁目１３１８－１","","","1","3","","","","","","","20260401","28026"
"40001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/25/2026 13:29:44","PVU_EX_1400","itg37786","02/25/2026 13:29:44","PVU_EX_1400","（株）アトル福岡統括営業部","（株）アトル福岡統括営業部","アトル福岡統括営業部","アトル福岡","ｱﾄﾙﾌｸｵｶﾄｳｶﾂｴｲｷﾞｮｳﾌﾞ","ｱﾄﾙﾌｸｵｶ","813-0018","40131","福岡県福岡市東区香椎浜ふ頭２丁目５－１","092-451-8772","092-451-8839","1","3","","1","030","151","19000101","","19000101","28026"
"18002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/02/2026 16:39:04","PVU_EX_1400","itg36186","03/05/2026 10:07:58","PVU_EX_1400","明祥　ＥＡ　福井営業部","明祥　ＥＡ　福井営業部","明祥ＥＡ福井営業部","明祥Ｅ福井","ﾒｲｼﾖｳEAﾌｸｲｴｲｷﾞﾖｳﾌﾞ","ﾒｲｼﾖｳEﾌｸｲ","910-0823","18201","福井県福井市重立町２８－４５","","","1","3","","","","","","","20260401",""
"13004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/03/2026 10:12:45","PVU_EX_1400","itg36186","03/03/2026 10:12:45","PVU_EX_1400","アルフレッサ（株）共同仕入部","アルフレッサ共同仕入部","アルフレッサ共同仕","ＡＦ共同仕","ｱﾙﾌﾚﾂｻ ｷﾖｳﾄﾞｳｼｲﾚ","AF ｷﾖｳﾄﾞｳｼ","101-0047","13101","東京都千代田区内神田１丁目１２－１　アルフレッサ神田ビル３階","","","1","1","","","","","","","20260401","13149"
"17024","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/05/2026 10:05:14","PVU_EX_1400","itg36186","03/05/2026 10:05:14","PVU_EX_1400","明祥　ＥＡ　石川営業部","明祥　ＥＡ　石川営業部","明祥ＥＡ石川営業部","明祥Ｅ石川","ﾒｲｼﾖｳEAｲｼｶﾜｴｲｷﾞﾖｳﾌﾞ","ﾒｲｼﾖｳEｲｼｶﾜ","920-0332","17201","石川県金沢市無量寺町ハ１","0762-66-4141","0762-66-4111","1","3","","5","022","005","20110501","","20110510",""
